position,champion,avg_kills,avg_deaths,avg_assists,avg_kda,avg_damage,avg_tanking,avg_vision,avg_gold,avg_cs,avg_time,avg_solokills,DPM,GPM,VSPM,DTM
TOP,신 짜오,5.08,7.38,4.57,1.81,21126.1973,29021.7982,22.843,10569.2511,174.5561,1571.69,2.56,806.5,403.49,0.87,1107.92
UTILITY,제라스,3.78,6.09,10.58,3.03,20524.8328,16543.8142,73.8204,9018.1362,43.5449,1612.38,0.47,763.77,335.58,2.75,615.63
TOP,드레이븐,6.56,6.51,3.95,2.3,23926.1886,21755.0789,27.8728,13141.6579,219.6754,1571.86,2.79,913.29,501.63,1.06,830.42
UTILITY,케넨,3.65,7.26,10.73,2.77,18328.1548,19767.6548,81.8571,8557.9881,37.5357,1545.29,0.49,711.64,332.29,3.18,767.53
MIDDLE,유나라,4.87,5.61,4.3,2.42,23341.3043,22321.7391,23.913,11696.2174,218.5652,1492.17,1.57,938.55,470.3,0.96,897.55
JUNGLE,아이번,2.69,3.65,12.13,6.11,9998.9101,13192.3633,34.2451,10243.8166,148.9242,1558.14,0.44,385.03,394.46,1.32,508.0
MIDDLE,시비르,4.67,5.08,4.33,1.87,20659.3333,18889.0,23.75,11355.75,225.0,1453.92,0.75,852.57,468.63,0.98,779.51
UTILITY,카시오페아,4.0,6.79,10.97,3.62,16792.6207,18952.1724,89.0345,8754.069,34.931,1578.21,0.62,638.42,332.81,3.38,720.52
TOP,카타리나,5.69,6.03,4.75,2.31,21104.0313,23467.2813,22.2188,10494.625,180.9063,1506.41,2.31,840.57,418.0,0.88,934.7
MIDDLE,트위치,6.39,5.35,5.87,3.79,18723.0968,17813.3548,21.0,10382.0645,170.9032,1475.26,1.19,761.48,422.25,0.85,724.48
MIDDLE,나피리,7.05,4.93,5.32,3.81,20883.5283,21917.9313,21.0889,11733.1253,194.2911,1566.81,2.11,799.72,449.31,0.81,839.33
MIDDLE,올라프,6.25,3.88,3.88,3.98,16749.5,22554.75,22.25,11144.875,197.25,1433.75,2.75,700.94,466.39,0.93,943.88
JUNGLE,우디르,6.72,4.64,6.85,4.77,19178.4926,27888.9614,36.0326,12096.2522,192.5608,1616.81,1.32,711.71,448.89,1.34,1034.96
MIDDLE,리븐,6.14,4.34,4.9,3.96,17102.08,20448.85,23.05,11358.89,191.99,1475.06,1.78,695.65,462.04,0.94,831.78
TOP,모데카이저,5.23,5.35,4.06,2.74,21602.6234,28521.6845,21.7369,10667.6234,187.3928,1581.81,2.61,819.42,404.64,0.82,1081.87
MIDDLE,리 신,5.08,5.52,5.78,2.63,17394.775,28397.025,22.425,10570.1,190.3375,1499.5,1.38,696.02,422.94,0.9,1136.26
UTILITY,녹턴,4.86,10.14,12.0,1.83,18468.5714,35456.4286,87.1429,10600.0,53.5714,1899.71,1.0,583.31,334.79,2.75,1119.85
BOTTOM,신지드,6.96,5.59,10.1,4.54,23866.1703,28221.6703,18.1484,12754.4451,202.9835,1565.14,0.28,914.91,488.94,0.7,1081.88
BOTTOM,흐웨이,4.98,5.05,8.42,3.55,25635.2738,17762.8214,22.4881,12198.631,215.1429,1631.92,0.57,942.52,448.5,0.83,653.08
JUNGLE,그라가스,6.29,4.56,7.91,4.5,18193.8696,24714.8,32.0,11491.4348,169.4087,1586.41,0.71,688.12,434.62,1.21,934.75
UTILITY,제드,5.67,10.22,8.56,1.55,24455.1111,28435.2222,105.7778,11005.2222,47.7778,1916.22,0.67,765.73,344.59,3.31,890.35
UTILITY,바루스,1.78,6.22,5.22,1.25,12103.4444,14793.3333,57.1111,6553.7778,40.0,1337.11,0.56,543.12,294.09,2.56,663.82
MIDDLE,드레이븐,4.94,5.0,3.75,2.49,15656.6875,17787.5625,19.5625,10937.0,182.9375,1349.06,1.12,696.34,486.43,0.87,791.11
TOP,초가스,4.45,5.21,5.03,2.81,19917.2723,36625.1414,25.1414,10509.6545,190.7173,1603.99,1.31,745.04,393.13,0.94,1370.03
BOTTOM,아크샨,7.67,5.33,4.67,2.98,21351.0,20857.0,27.6667,15757.3333,247.0,1852.0,1.0,691.72,510.5,0.9,675.71
TOP,말자하,2.96,5.12,6.46,2.48,18551.44,16505.18,29.44,10493.8,211.66,1602.84,0.76,694.45,392.82,1.1,617.85
UTILITY,베인,5.09,7.38,8.03,2.27,16951.1471,18673.9412,81.0588,9378.5588,40.2059,1506.44,0.82,675.15,373.54,3.23,743.76
MIDDLE,문도 박사,3.09,4.73,4.36,3.25,21179.7273,50078.9091,18.8182,11094.6364,216.9091,1579.27,1.36,804.66,421.51,0.71,1902.61
MIDDLE,말파이트,3.73,4.39,7.03,3.74,17907.8333,20359.0351,22.2281,9696.9561,177.307,1513.5,0.89,709.92,384.42,0.88,807.1
BOTTOM,세나,4.68,5.71,9.68,3.9,20987.6774,19846.5161,25.3871,12339.2581,193.4516,1591.77,0.48,791.11,465.11,0.96,748.09
UTILITY,키아나,5.38,6.78,8.64,3.14,18116.8667,19542.3111,83.2889,9211.3778,43.3111,1530.02,0.8,710.46,361.23,3.27,766.35
TOP,탈론,5.55,6.65,4.9,2.6,20349.15,27513.85,22.9,11545.75,200.75,1591.1,2.6,767.36,435.39,0.86,1037.54
MIDDLE,세트,4.87,5.15,4.74,2.96,18717.2979,29180.2979,21.617,10145.5319,176.3191,1471.85,1.49,763.01,413.58,0.88,1189.53
TOP,오공,4.89,5.15,4.84,2.51,18690.5969,24043.4845,23.3101,10748.0465,189.5969,1544.13,2.14,726.26,417.63,0.91,934.25
MIDDLE,케이틀린,3.5,6.25,4.75,1.5,20316.75,22326.25,23.5,11007.5,218.25,1675.5,1.75,727.55,394.18,0.84,799.51
JUNGLE,모르가나,4.22,4.6,9.99,5.03,16745.6866,23561.791,33.1493,10733.3881,174.4328,1500.87,0.45,669.44,429.09,1.33,941.93
UTILITY,제이스,4.5,6.8,11.8,2.66,19656.95,19383.4,89.15,9715.65,57.6,1496.1,0.95,788.33,389.64,3.58,777.36
MIDDLE,신지드,4.45,4.51,9.02,4.39,17358.6154,26988.7356,22.7452,10692.2788,196.7548,1545.14,0.75,674.06,415.2,0.88,1048.01
TOP,다이애나,4.91,5.64,5.23,2.86,21440.8936,22002.4255,25.8085,10388.2128,187.1064,1549.89,2.0,830.03,402.15,1.0,851.77
TOP,자이라,4.33,5.67,9.33,2.67,29166.6667,21618.0,46.3333,12906.6667,242.0,1992.0,1.0,878.51,388.76,1.4,651.14
UTILITY,자이라,2.57,6.33,11.09,2.88,19539.25,18989.5928,93.9433,8804.7448,44.3402,1642.68,0.27,713.69,321.6,3.43,693.61
MIDDLE,노틸러스,2.67,6.22,6.56,2.92,14823.2222,26012.5556,19.8889,9059.5556,170.3333,1486.22,0.22,598.43,365.74,0.8,1050.15
MIDDLE,세주아니,3.9,4.85,8.3,2.94,20026.25,33561.1,24.7,10827.95,191.8,1666.35,0.95,721.08,389.88,0.89,1208.43
MIDDLE,우디르,3.38,3.75,8.88,3.82,16977.75,28170.5,15.875,9445.0,163.625,1396.62,0.88,729.38,405.76,0.68,1210.22
TOP,키아나,7.14,6.63,5.16,2.41,25958.7826,25896.6304,28.2065,12032.9348,196.5543,1674.17,3.23,930.33,431.24,1.01,928.1
JUNGLE,스카너,4.56,4.43,10.83,5.47,15883.5171,32662.4341,33.3366,10620.078,162.822,1576.78,0.47,604.4,404.12,1.27,1242.88
MIDDLE,베인,4.76,5.6,3.44,2.49,20103.08,19656.16,18.0,10249.84,192.56,1454.32,1.64,829.38,422.87,0.74,810.94
MIDDLE,제리,5.53,5.8,5.51,3.07,22205.0816,23591.2449,24.3673,12481.6735,229.3673,1554.43,1.18,857.1,481.79,0.94,910.61
TOP,빅토르,3.75,5.78,5.2,2.11,22252.6949,19170.7797,25.661,10292.5763,199.4746,1561.61,1.39,854.99,395.46,0.99,736.58
UTILITY,오로라,2.75,4.75,7.25,2.2,18210.75,15739.5,98.5,7918.5,43.0,1541.75,0.25,708.7,308.16,3.83,612.53
TOP,그레이브즈,4.23,6.13,4.4,2.49,22699.4333,23859.8667,24.4,11291.7,218.3,1549.67,1.87,878.88,437.19,0.94,923.81
MIDDLE,질리언,2.35,3.05,10.68,6.33,14187.4444,19390.4921,26.2222,9946.0317,188.1111,1608.84,0.38,529.11,370.93,0.98,723.15
TOP,소라카,0.97,3.68,10.77,4.57,9066.3548,16144.9677,22.3548,7992.2581,144.3548,1585.16,0.32,343.17,302.52,0.85,611.1
JUNGLE,리븐,6.76,4.97,7.24,4.66,15931.0588,26728.6176,28.1176,12237.7353,182.6765,1623.21,0.82,588.87,452.35,1.04,987.99
UTILITY,럼블,2.76,5.62,9.17,3.27,15128.5517,18251.0345,65.2759,7497.1724,31.5172,1438.17,0.41,631.16,312.78,2.72,761.43
MIDDLE,잭스,6.31,5.81,5.23,2.99,22275.0,30015.9231,28.5385,12025.5769,203.1538,1648.0,1.92,810.98,437.82,1.04,1092.81
MIDDLE,룰루,2.59,4.61,10.34,4.3,14003.1707,16944.2683,23.5854,8587.9268,147.3902,1461.56,0.71,574.86,352.55,0.97,695.6
UTILITY,초가스,3.67,6.5,10.0,3.3,12186.9444,20836.9444,67.0556,7790.1111,33.3889,1437.5,0.33,508.67,325.15,2.8,869.72
JUNGLE,워윅,8.0,5.24,7.08,4.54,15256.5701,31320.0181,28.6697,11641.7919,162.6335,1552.52,1.38,589.62,449.92,1.11,1210.42
BOTTOM,빅토르,5.93,5.14,7.68,4.08,26643.1216,16817.3243,25.0135,12744.7568,216.6892,1602.12,0.69,997.79,477.3,0.94,629.81
JUNGLE,니코,6.46,4.77,9.82,4.75,18538.2308,23545.4615,29.1538,12440.3846,185.0256,1662.97,0.85,668.86,448.85,1.05,849.52
UTILITY,오공,4.81,6.81,9.73,2.72,17712.5385,21941.1923,83.1538,9709.0769,52.9231,1652.5,1.27,643.12,352.52,3.02,796.65
JUNGLE,사이온,5.78,5.57,8.39,3.51,18236.0,32682.7826,30.6957,11499.7391,170.913,1616.83,0.52,676.73,426.75,1.14,1212.85
UTILITY,세트,2.7,7.61,8.68,2.06,11847.7193,26280.4035,76.614,7843.9474,36.4912,1528.44,0.4,465.09,307.92,3.01,1031.66
TOP,카르마,2.78,4.8,7.33,2.65,19412.1566,20268.6627,27.0482,9375.5422,172.3133,1567.77,1.0,742.92,358.81,1.04,775.7
JUNGLE,브랜드,5.05,4.95,10.3,4.39,21547.5641,24716.2393,34.0598,11651.7436,189.7265,1601.45,0.49,807.3,436.54,1.28,926.02
TOP,케인,4.35,6.28,4.41,1.9,20483.7975,31687.557,24.1519,10847.6835,201.7468,1587.96,1.68,773.97,409.87,0.91,1197.29
JUNGLE,마오카이,3.03,4.44,11.03,4.92,15531.5469,29250.0313,32.375,10437.0313,163.7813,1620.08,0.25,575.21,386.54,1.2,1083.28
TOP,에코,5.54,5.48,3.96,1.93,21114.4565,28259.5652,21.6522,10716.6304,181.7391,1544.93,2.11,820.01,416.2,0.84,1097.51
UTILITY,아지르,2.88,4.75,8.12,3.2,13436.0,16205.625,57.75,8278.375,40.25,1364.88,0.38,590.65,363.92,2.54,712.4
TOP,오리아나,3.72,5.4,5.19,2.5,19919.8605,18000.3023,25.0698,10183.4651,200.8837,1537.07,1.47,777.58,397.51,0.98,702.65
BOTTOM,자이라,3.42,4.5,6.58,2.41,19763.1667,13088.75,27.0833,9883.25,180.5,1422.17,0.5,833.79,416.97,1.14,552.2
UTILITY,에코,4.09,5.52,7.83,3.66,14376.8696,20960.2174,73.3043,8288.6087,40.4783,1435.13,0.48,601.07,346.53,3.06,876.31
MIDDLE,애니,5.32,5.47,7.41,3.56,22331.1885,17548.332,24.7787,10644.9836,185.9672,1601.61,1.46,836.58,398.79,0.93,657.4
TOP,람머스,2.4,4.6,9.07,3.14,13463.3,25734.7667,25.0667,9142.5333,150.3333,1596.43,0.67,506.0,343.61,0.94,967.21
MIDDLE,아트록스,5.33,5.33,5.21,3.24,19458.0952,28327.881,24.8016,10387.2937,180.2857,1525.4,1.77,765.37,408.57,0.98,1114.25
TOP,칼리스타,3.0,8.92,4.08,0.86,17361.9167,23509.1667,27.9167,9636.0,178.8333,1563.75,0.75,666.16,369.73,1.07,902.03
UTILITY,브랜드,2.98,7.65,9.89,2.44,17429.562,21738.876,82.6116,8529.2727,40.9008,1584.15,0.3,660.15,323.05,3.13,823.36
BOTTOM,요네,2.78,6.78,3.44,1.26,9789.3333,17421.1111,15.3333,7503.0,136.3333,1204.33,0.22,487.71,373.8,0.76,867.92
UTILITY,카서스,6.14,9.86,11.29,1.81,25477.7143,23330.8571,72.2857,9898.2857,50.5714,1608.71,1.29,950.24,369.18,2.7,870.17
UTILITY,트런들,2.05,5.64,13.41,3.26,7898.4545,26552.5455,78.8636,8216.7273,35.6364,1557.36,0.18,304.3,316.56,3.04,1022.98
TOP,쓰레쉬,1.0,4.67,2.67,0.73,6510.6667,14318.0,19.3333,7058.3333,140.0,1366.33,0.0,285.9,309.95,0.85,628.75
UTILITY,탈리야,3.41,6.41,9.49,2.7,14840.9868,17135.7763,77.6184,8386.3553,42.3158,1464.66,0.53,607.96,343.55,3.18,701.97
UTILITY,하이머딩거,3.11,6.52,9.59,2.89,18500.1288,18270.447,75.5833,8746.3258,40.697,1581.39,0.59,701.92,331.85,2.87,693.2
UTILITY,직스,3.2,6.6,8.4,2.35,18514.3,16415.1,62.6,8087.0,56.5,1385.8,0.5,801.6,350.14,2.71,710.71
BOTTOM,탈리야,5.31,7.35,9.96,3.13,20820.6538,19449.6538,23.8077,11994.4615,192.8462,1508.15,0.54,828.32,477.18,0.95,773.78
JUNGLE,노틸러스,4.0,5.0,9.67,3.16,13671.5,22642.0,34.1667,9468.8333,149.0,1483.17,0.67,553.07,383.05,1.38,915.96
UTILITY,코그모,5.38,8.88,12.88,2.19,32920.875,28916.0,111.125,12085.125,57.0,2013.5,0.88,981.0,360.12,3.31,861.66
BOTTOM,신드라,5.5,5.0,5.78,3.96,19880.7222,14424.8333,20.1667,11766.7222,199.5556,1487.0,0.83,802.18,474.78,0.81,582.04
UTILITY,아리,3.6,7.0,10.27,2.43,17320.4667,19551.4,70.7333,9293.8667,53.8,1590.4,0.6,653.44,350.62,2.67,737.6
UTILITY,탈론,3.5,5.5,3.0,1.2,9072.0,15429.5,46.5,6660.5,39.5,1190.5,0.5,457.22,335.68,2.34,777.63
JUNGLE,초가스,6.85,3.5,6.83,6.21,15760.8705,28572.4892,33.6906,11052.0791,172.6475,1516.26,0.79,623.67,437.34,1.33,1130.64
BOTTOM,세트,3.0,8.5,5.5,1.0,18303.5,43534.0,30.0,12011.0,224.5,1866.0,1.0,588.54,386.21,0.96,1399.81
TOP,럭스,4.33,5.67,8.17,2.69,18810.6667,14760.6667,38.1667,10772.6667,204.3333,1645.67,1.33,685.83,392.76,1.39,538.16
MIDDLE,뽀삐,4.41,3.68,6.41,4.33,16330.7727,23063.3182,21.0,9176.2273,161.4091,1425.23,1.36,687.5,386.31,0.88,970.93
BOTTOM,하이머딩거,6.22,5.54,7.53,3.84,27671.464,16711.944,22.24,12469.664,205.84,1569.78,1.1,1057.65,476.61,0.85,638.76
UTILITY,케이틀린,3.81,5.5,6.62,2.79,13265.0,14045.1875,73.4375,8180.4375,37.8125,1424.56,0.31,558.7,344.55,3.09,591.56
MIDDLE,킨드레드,0.0,7.0,2.0,0.29,7348.0,12819.0,12.0,4247.0,101.0,917.0,0.0,480.79,277.88,0.79,838.76
UTILITY,야스오,2.0,8.75,7.5,1.01,11070.25,22877.75,66.75,8856.25,77.0,1663.25,0.0,399.35,319.48,2.41,825.29
UTILITY,트위스티드 페이트,2.05,5.95,12.65,4.13,9408.35,18515.3,76.55,8525.7,40.2,1598.0,0.15,353.25,320.11,2.87,695.19
JUNGLE,볼리베어,5.73,4.63,6.74,4.19,14994.0968,28275.1613,29.0484,11004.5323,168.4355,1531.29,0.74,587.51,431.19,1.14,1107.9
MIDDLE,다리우스,8.0,5.5,3.12,5.87,19191.375,28738.875,25.0,11953.625,200.0,1518.12,2.75,758.49,472.44,0.99,1135.83
TOP,애니,4.0,4.5,8.5,3.0,23528.0,15904.0,23.5,9249.0,158.0,1533.5,1.5,920.56,361.88,0.92,622.26
MIDDLE,퀸,7.43,6.51,5.0,2.75,23106.1944,21994.4583,24.8889,12220.5556,192.3333,1634.53,2.22,848.18,448.59,0.91,807.37
MIDDLE,요릭,2.9,3.9,4.0,2.22,19364.25,24444.35,19.85,10466.3,215.9,1518.7,0.7,765.03,413.5,0.78,965.73
JUNGLE,트린다미어,6.5,8.0,5.0,1.52,20978.0,36388.5,26.0,13116.5,239.5,1844.0,1.0,682.58,426.78,0.85,1184.01
MIDDLE,럼블,6.45,5.02,7.59,3.82,24393.0095,21833.6667,25.0476,11087.619,188.5143,1601.37,1.44,913.95,415.43,0.94,818.06
UTILITY,자헨,1.0,6.67,4.33,0.88,11046.3333,31487.3333,62.3333,7128.6667,37.0,1513.0,0.0,438.06,282.7,2.47,1248.67
TOP,흐웨이,4.31,5.62,5.69,2.78,21851.3846,18164.9231,26.4615,11007.2308,205.0,1648.85,1.77,795.15,400.54,0.96,661.0
TOP,마스터 이,5.85,6.79,3.31,1.73,19785.2766,25530.6809,22.0,10648.6702,173.1383,1561.84,2.94,760.08,409.08,0.85,980.79
UTILITY,이즈리얼,3.44,8.78,9.33,1.5,26467.0,23432.8889,99.1111,9971.5556,49.5556,1798.78,0.22,882.83,332.61,3.31,781.63
TOP,나피리,5.81,4.58,5.0,3.42,21022.5072,21493.058,25.1014,11142.1014,191.029,1535.52,2.32,821.45,435.37,0.98,839.83
UTILITY,렉사이,3.6,9.8,9.4,1.36,11613.8,28565.8,82.6,8854.4,27.4,1721.0,0.6,404.9,308.69,2.88,995.9
TOP,카서스,6.75,12.25,9.25,1.47,36048.75,32151.25,29.25,13476.75,233.125,1846.88,2.75,1171.13,437.82,0.95,1044.51
UTILITY,문도 박사,2.06,5.82,8.65,4.04,15210.6471,25387.5882,60.0588,7132.9412,33.5294,1397.76,0.18,652.93,306.19,2.58,1089.78
UTILITY,애니,2.54,6.15,11.38,2.45,11962.0769,16011.6923,72.6923,8022.5385,31.7692,1515.0,0.31,473.75,317.72,2.88,634.13
TOP,벨베스,4.43,3.95,3.7,3.77,16617.119,23687.1905,22.119,9997.8333,179.4167,1434.54,2.2,695.02,418.16,0.93,990.73
MIDDLE,자르반 4세,5.45,4.73,7.73,4.44,17304.2727,19635.3636,19.9091,10787.9091,170.9091,1431.73,1.91,725.18,452.09,0.83,822.87
UTILITY,말자하,1.17,7.83,8.83,1.15,11333.5,18137.1667,75.0,7419.8333,41.5,1515.5,0.33,448.7,293.76,2.97,718.07
UTILITY,벨베스,4.33,5.83,10.33,2.96,12536.5,20800.3333,76.3333,9607.1667,35.1667,1560.5,0.5,482.02,369.39,2.93,799.76
TOP,니코,3.99,4.99,7.28,3.26,20074.3735,19127.988,27.7349,10497.4217,190.2169,1588.45,1.25,758.26,396.52,1.05,722.52
JUNGLE,쉔,4.86,4.14,10.95,5.3,14671.7619,29710.8095,34.7143,11694.4286,178.4286,1683.86,0.33,522.79,416.7,1.24,1058.67
JUNGLE,카이사,4.82,6.36,3.91,1.5,12956.0909,19306.0,24.0,9838.2727,154.4545,1344.82,0.09,578.05,438.94,1.07,861.35
UTILITY,벡스,4.0,8.5,16.0,2.47,26449.75,26260.25,117.5,10960.75,54.25,1914.75,0.25,828.82,343.46,3.68,822.88
MIDDLE,카이사,6.92,6.38,5.11,2.18,27112.2432,24669.2973,25.2973,13275.3514,227.9189,1690.78,1.76,962.12,471.1,0.9,875.43
MIDDLE,진,9.4,5.2,8.0,3.24,28527.8,20567.0,18.6,11915.8,188.8,1535.0,1.4,1115.09,465.76,0.73,803.92
MIDDLE,가렌,4.84,4.86,4.67,3.06,17228.1494,29371.3448,27.9655,11296.8276,213.4828,1605.75,1.17,643.74,422.11,1.04,1097.48
TOP,비에고,6.16,6.16,3.91,2.6,22271.8276,29154.7931,22.3103,11844.1034,205.0172,1581.84,2.59,844.78,449.25,0.85,1105.85
MIDDLE,그웬,5.09,5.45,5.45,2.86,22198.0455,27890.4545,27.6364,10885.5455,191.7727,1558.36,1.55,854.67,419.11,1.06,1073.84
TOP,알리스타,1.33,6.33,9.67,1.93,14103.6667,29796.6667,19.0,7828.3333,116.6667,1578.33,0.67,536.15,297.59,0.72,1132.71
TOP,탈리야,3.33,5.33,4.67,1.53,18069.1111,16195.0,24.4444,9734.6667,186.1111,1447.44,0.56,749.01,403.53,1.01,671.32
MIDDLE,애쉬,1.0,3.33,3.0,1.39,10382.0,7943.6667,9.0,6773.3333,158.0,1162.33,0.33,535.92,349.64,0.46,410.05
JUNGLE,브라이어,8.23,6.57,6.91,3.32,20125.6407,30772.0704,28.637,12571.6,174.8963,1588.25,1.54,760.3,474.92,1.08,1162.49
MIDDLE,우르곳,5.67,5.24,3.88,2.54,18125.9394,23376.303,27.697,11055.0909,192.4242,1487.58,1.7,731.09,445.9,1.12,942.86
UTILITY,신 짜오,4.82,9.73,8.0,1.66,17523.7273,27192.0,83.3636,9249.1818,38.5455,1631.36,0.82,644.51,340.18,3.07,1000.1
JUNGLE,티모,3.0,4.71,2.43,1.25,15748.2857,16743.0,35.1429,9227.5714,164.5714,1520.86,0.43,621.29,364.04,1.39,660.54
TOP,케이틀린,3.8,7.1,3.7,1.38,17264.5,18697.4,21.7,10207.2,190.5,1495.4,1.2,692.7,409.54,0.87,750.2
UTILITY,바이,3.28,6.5,10.67,2.55,11169.0,19705.9444,75.7778,8041.8333,33.2222,1440.5,0.28,465.21,334.96,3.16,820.8
MIDDLE,아펠리오스,5.0,5.43,3.57,1.79,19747.7143,20489.5714,21.5714,11196.8571,200.7143,1482.14,1.29,799.43,453.27,0.87,829.46
MIDDLE,이블린,5.67,7.0,6.17,1.96,18813.3333,24578.1667,22.0,10005.3333,153.5,1639.33,2.17,688.57,366.2,0.81,899.57
MIDDLE,케일,4.52,5.8,6.26,2.56,19398.7826,24358.4783,24.8478,11802.9348,233.2609,1661.52,0.89,700.52,426.22,0.9,879.62
MIDDLE,일라오이,4.43,5.29,3.5,3.43,19727.6429,31332.5714,26.3571,11229.9286,220.7857,1586.57,2.43,746.05,424.69,1.0,1184.92
MIDDLE,티모,2.8,4.2,3.1,1.87,14748.9,17779.5,29.6,9070.9,185.3,1458.4,1.0,606.78,373.19,1.22,731.47
UTILITY,베이가,3.68,6.55,10.24,2.76,16067.5263,19442.3553,85.5395,9073.7237,43.2632,1623.32,0.36,593.88,335.38,3.16,718.62
MIDDLE,그레이브즈,6.09,6.45,5.45,3.71,21512.5455,21557.6364,21.7273,10717.7273,196.8182,1463.09,1.36,882.21,439.52,0.89,884.06
TOP,카이사,5.87,6.65,4.35,2.29,23274.4348,23311.7391,24.3043,12162.8261,210.7826,1616.91,1.91,863.66,451.34,0.9,865.05
MIDDLE,브랜드,4.55,5.9,6.9,2.51,24863.55,22277.85,28.05,10363.2667,190.9833,1631.0,0.75,914.66,381.24,1.03,819.54
MIDDLE,코그모,5.7,5.5,5.15,2.72,25659.7,17119.5,21.6,11739.0,203.6,1576.5,1.15,976.58,446.77,0.82,651.55
MIDDLE,바이,8.0,6.22,6.78,3.99,23038.2222,20741.0,22.3333,11488.0,174.8889,1557.44,3.67,887.54,442.57,0.86,799.04
TOP,피들스틱,3.82,6.53,6.3,2.23,20117.8947,26775.1228,49.6667,9448.1754,155.2632,1631.44,1.46,739.88,347.48,1.83,984.72
JUNGLE,아우렐리온 솔,8.0,5.5,9.12,3.67,22856.375,24722.25,34.875,13295.0,184.875,1702.62,0.62,805.45,468.51,1.23,871.2
TOP,코그모,2.43,8.71,2.0,0.52,19060.4286,21575.1429,20.4286,8964.8571,180.0,1456.57,1.43,785.15,369.29,0.84,888.74
JUNGLE,쉬바나,5.16,5.0,6.42,4.05,19993.2105,31703.5789,34.7368,11879.2105,213.3684,1543.58,0.89,777.15,461.75,1.35,1232.34
MIDDLE,오른,3.15,4.0,6.0,3.33,12237.6923,23939.5385,21.2308,9356.6923,177.1538,1477.46,0.62,496.98,379.98,0.86,972.19
BOTTOM,트위스티드 페이트,4.17,3.83,8.5,4.7,15559.1667,16471.0,30.1667,12575.5,194.3333,1392.5,0.67,670.41,541.85,1.3,709.7
MIDDLE,피오라,5.43,5.1,4.62,3.26,20215.1429,29254.4762,19.9524,11414.381,201.3333,1474.33,1.76,822.68,464.52,0.81,1190.55
TOP,질리언,3.33,4.25,9.75,4.12,18445.5,22766.0833,28.25,10606.75,192.75,1792.42,0.58,617.45,355.05,0.95,762.08
MIDDLE,워윅,5.97,5.13,4.0,2.69,16142.7895,29519.2895,21.4211,10608.5789,194.3947,1494.95,1.53,647.89,425.78,0.86,1184.76
BOTTOM,이렐리아,5.0,10.67,3.67,0.88,15984.0,29790.6667,20.0,12053.0,215.3333,1521.0,1.33,630.53,475.46,0.79,1175.17
JUNGLE,아무무,3.74,5.33,9.9,4.12,13840.0103,25703.1959,27.5258,10372.3196,162.6701,1583.78,0.51,524.31,392.94,1.04,973.74
TOP,아리,4.1,3.7,4.9,2.7,21576.3,17083.6,24.9,10133.55,194.0,1470.15,1.3,880.58,413.57,1.02,697.22
TOP,스카너,3.16,6.26,7.11,3.83,19238.3158,33590.1579,24.8421,9471.2632,160.8947,1663.63,1.26,693.84,341.59,0.9,1211.45
BOTTOM,럭스,8.0,0.0,4.0,12.0,9919.0,4900.0,8.0,8657.0,145.0,921.0,1.0,646.19,563.97,0.52,319.22
MIDDLE,신 짜오,5.88,6.4,4.76,2.51,21401.04,28034.48,26.36,10743.36,182.96,1522.88,1.8,843.18,423.28,1.04,1104.53
UTILITY,리 신,5.45,9.1,10.9,2.21,17208.15,27123.5,77.5,9841.65,40.75,1692.65,0.75,609.98,348.86,2.75,961.46
TOP,카사딘,4.57,5.02,3.41,2.32,19408.3182,26528.7727,21.2273,11367.6591,193.8636,1573.91,1.5,739.88,433.35,0.81,1011.32
UTILITY,비에고,5.12,5.62,5.5,2.07,15551.75,17678.0,81.25,8747.875,28.0,1525.5,0.5,611.67,344.07,3.2,695.3
MIDDLE,아이번,3.11,3.93,10.39,5.81,15946.0,15336.0357,31.2857,10275.5714,169.5714,1675.54,0.93,571.02,367.96,1.12,549.17
MIDDLE,마스터 이,6.17,6.6,3.11,1.73,17765.2286,24508.2286,19.9143,10629.5429,175.0,1499.31,2.09,710.93,425.38,0.8,980.78
UTILITY,피즈,4.8,6.0,6.8,2.13,13477.8,19581.0,65.2,8702.8,38.2,1517.0,0.8,533.07,344.21,2.58,774.46
MIDDLE,카직스,5.5,6.0,5.0,1.84,14336.0,18515.0,20.0,8302.5,132.0,1357.5,2.0,633.64,366.96,0.88,818.34
JUNGLE,제리,6.33,6.33,8.33,2.13,18720.6667,23048.6667,38.6667,10863.3333,167.6667,1488.33,1.0,754.7,437.94,1.56,929.17
UTILITY,아칼리,6.67,9.67,11.0,2.02,21634.6667,26480.0,57.3333,9368.0,44.0,1480.33,1.67,876.88,379.7,2.32,1073.27
MIDDLE,하이머딩거,5.44,4.75,6.21,3.55,29353.0625,17870.4375,33.6667,12163.8333,217.3125,1741.25,1.6,1011.45,419.14,1.16,615.78
UTILITY,누누와 윌럼프,4.27,7.68,15.0,3.47,14860.9091,29474.1818,80.1364,9340.4545,37.1818,1666.91,0.86,534.91,336.21,2.88,1060.92
TOP,이즈리얼,5.2,6.6,6.6,6.72,23366.8,23577.2,27.4,11080.8,192.8,1601.8,2.8,875.27,415.06,1.03,883.15
BOTTOM,크산테,1.33,4.0,4.0,1.33,7868.3333,26136.0,21.6667,8596.0,148.3333,1488.67,0.33,317.13,346.46,0.87,1053.4
