position,champion,spell1,spell2,total_games,win_count,win_rate
UTILITY,노틸러스,탈진,점멸,235,104,44.26
UTILITY,노틸러스,회복,점멸,2301,1139,49.5
UTILITY,녹턴,점화,점멸,7,2,28.57
UTILITY,누누와 윌럼프,점화,점멸,21,12,57.14
UTILITY,니달리,점화,점멸,9,4,44.44
UTILITY,니달리,탈진,점멸,5,2,40.0
UTILITY,니달리,회복,점멸,476,230,48.32
UTILITY,니코,점화,점멸,143,67,46.85
UTILITY,니코,탈진,점멸,57,32,56.14
UTILITY,니코,회복,점멸,2960,1536,51.89
UTILITY,라칸,점화,점멸,854,442,51.76
UTILITY,라칸,탈진,점멸,141,72,51.06
UTILITY,라칸,회복,점멸,3381,1708,50.52
UTILITY,람머스,유체화,점화,9,3,33.33
UTILITY,람머스,유체화,탈진,19,7,36.84
UTILITY,람머스,점화,점멸,117,59,50.43
UTILITY,람머스,탈진,점멸,13,7,53.85
UTILITY,람머스,회복,점멸,12,4,33.33
UTILITY,럭스,점화,점멸,73,29,39.73
UTILITY,럭스,탈진,점멸,34,12,35.29
UTILITY,럭스,회복,점멸,605,329,54.38
UTILITY,럼블,점화,점멸,14,3,21.43
UTILITY,럼블,회복,점멸,15,10,66.67
UTILITY,레나타 글라스크,점화,점멸,18,7,38.89
UTILITY,레나타 글라스크,탈진,점멸,27,9,33.33
UTILITY,레나타 글라스크,회복,점멸,206,111,53.88
UTILITY,레오나,점화,점멸,2837,1478,52.1
UTILITY,레오나,탈진,점멸,200,93,46.5
UTILITY,레오나,회복,점멸,1241,629,50.68
UTILITY,렐,점화,점멸,2075,1081,52.1
UTILITY,렐,탈진,점멸,113,51,45.13
UTILITY,렐,회복,점멸,1530,794,51.9
UTILITY,렝가,점화,점멸,119,60,50.42
UTILITY,룰루,점화,점멸,81,35,43.21
UTILITY,룰루,탈진,점멸,150,66,44.0
UTILITY,룰루,회복,점멸,5035,2357,46.81
UTILITY,르블랑,점화,점멸,606,297,49.01
UTILITY,르블랑,회복,점멸,9,3,33.33
UTILITY,리 신,점화,점멸,19,7,36.84
UTILITY,리산드라,점화,점멸,23,11,47.83
UTILITY,리산드라,회복,점멸,18,13,72.22
UTILITY,마오카이,점화,점멸,891,482,54.1
UTILITY,마오카이,탈진,점멸,27,12,44.44
UTILITY,마오카이,회복,점멸,239,118,49.37
UTILITY,말파이트,점화,점멸,7,3,42.86
UTILITY,말파이트,회복,점멸,5,0,0.0
UTILITY,멜,점화,점멸,18,8,44.44
UTILITY,멜,탈진,점멸,18,9,50.0
UTILITY,멜,회복,점멸,563,233,41.39
UTILITY,모르가나,점화,점멸,132,60,45.45
UTILITY,모르가나,탈진,점멸,86,40,46.51
UTILITY,모르가나,회복,점멸,382,197,51.57
UTILITY,문도 박사,회복,점멸,10,4,40.0
UTILITY,미스 포츈,회복,점멸,5,3,60.0
UTILITY,밀리오,탈진,점멸,30,13,43.33
UTILITY,밀리오,회복,점멸,974,452,46.41
UTILITY,바드,점화,점멸,1677,824,49.14
UTILITY,바드,탈진,점멸,135,76,56.3
UTILITY,바드,회복,점멸,1946,1019,52.36
UTILITY,바루스,회복,점멸,5,2,40.0
UTILITY,바이,점화,점멸,16,9,56.25
UTILITY,베이가,점화,점멸,24,8,33.33
UTILITY,베이가,탈진,점멸,9,3,33.33
UTILITY,베이가,회복,점멸,43,19,44.19
UTILITY,베인,회복,점멸,29,16,55.17
UTILITY,벨베스,점화,점멸,5,4,80.0
UTILITY,벨코즈,방어막,점멸,7,2,28.57
UTILITY,벨코즈,점화,점멸,75,45,60.0
UTILITY,벨코즈,탈진,점멸,132,66,50.0
UTILITY,벨코즈,회복,점멸,236,116,49.15
UTILITY,브라움,점화,점멸,627,308,49.12
UTILITY,브라움,탈진,점멸,613,327,53.34
UTILITY,브라움,회복,점멸,6174,3213,52.04
UTILITY,브랜드,점화,점멸,60,26,43.33
UTILITY,브랜드,탈진,점멸,15,6,40.0
UTILITY,브랜드,회복,점멸,43,24,55.81
UTILITY,블리츠크랭크,점화,점멸,2091,1034,49.45
UTILITY,블리츠크랭크,탈진,점멸,92,41,44.57
UTILITY,블리츠크랭크,회복,점멸,697,361,51.79
UTILITY,비에고,점화,점멸,7,3,42.86
UTILITY,뽀삐,점화,점멸,830,417,50.24
UTILITY,뽀삐,탈진,점멸,39,17,43.59
UTILITY,뽀삐,회복,점멸,1310,714,54.5
UTILITY,사이온,점화,점멸,15,4,26.67
UTILITY,사이온,탈진,점멸,7,5,71.43
UTILITY,사이온,회복,점멸,6,4,66.67
UTILITY,사일러스,점화,점멸,448,220,49.11
UTILITY,사일러스,탈진,점멸,14,8,57.14
UTILITY,사일러스,회복,점멸,7,3,42.86
UTILITY,샤코,유체화,점화,5,4,80.0
UTILITY,샤코,점화,점멸,212,101,47.64
UTILITY,샤코,점화,탈진,121,50,41.32
UTILITY,세나,방어막,점멸,8,3,37.5
UTILITY,세나,탈진,점멸,36,20,55.56
UTILITY,세나,회복,점멸,1057,566,53.55
UTILITY,세라핀,탈진,점멸,44,18,40.91
UTILITY,세라핀,회복,점멸,1199,540,45.04
UTILITY,세주아니,점화,점멸,10,5,50.0
UTILITY,세주아니,회복,점멸,7,5,71.43
UTILITY,세트,점화,점멸,49,20,40.82
UTILITY,세트,회복,점멸,6,4,66.67
UTILITY,소나,점화,점멸,7,4,57.14
UTILITY,소나,탈진,점멸,260,115,44.23
UTILITY,소나,회복,점멸,869,423,48.68
UTILITY,소라카,방어막,점멸,67,41,61.19
UTILITY,소라카,탈진,점멸,43,22,51.16
UTILITY,소라카,회복,점멸,828,406,49.03
UTILITY,쉔,점화,점멸,184,88,47.83
UTILITY,쉔,회복,점멸,18,8,44.44
UTILITY,스웨인,유체화,점멸,5,2,40.0
UTILITY,스웨인,점화,점멸,291,130,44.67
UTILITY,스웨인,탈진,점멸,97,44,45.36
UTILITY,스웨인,회복,점멸,196,102,52.04
UTILITY,스카너,점화,점멸,53,24,45.28
UTILITY,스카너,탈진,점멸,5,2,40.0
UTILITY,스카너,회복,점멸,80,42,52.5
UTILITY,신 짜오,점화,점멸,11,3,27.27
UTILITY,신드라,회복,점멸,16,8,50.0
UTILITY,신지드,탈진,점멸,5,3,60.0
UTILITY,신지드,회복,점멸,7,4,57.14
UTILITY,쓰레쉬,점화,점멸,3530,1785,50.57
UTILITY,쓰레쉬,탈진,점멸,488,256,52.46
UTILITY,쓰레쉬,회복,점멸,2396,1245,51.96
UTILITY,아리,점화,점멸,5,2,40.0
UTILITY,아리,탈진,점멸,9,3,33.33
UTILITY,아무무,점화,점멸,88,46,52.27
UTILITY,아무무,회복,점멸,8,4,50.0
UTILITY,아이번,탈진,회복,9,8,88.89
UTILITY,아이번,회복,점멸,8,3,37.5
UTILITY,아크샨,점화,점멸,10,3,30.0
UTILITY,알리스타,점화,점멸,1191,606,50.88
UTILITY,알리스타,탈진,점멸,230,118,51.3
UTILITY,알리스타,회복,점멸,3303,1707,51.68
UTILITY,애니,점화,점멸,7,3,42.86
UTILITY,애니,회복,점멸,6,2,33.33
UTILITY,애니비아,점화,점멸,153,84,54.9
UTILITY,애니비아,탈진,점멸,65,37,56.92
UTILITY,애니비아,회복,점멸,32,15,46.88
UTILITY,애쉬,회복,점멸,72,40,55.56
UTILITY,에코,점화,점멸,17,11,64.71
UTILITY,엘리스,점화,점멸,2181,1127,51.67
UTILITY,엘리스,회복,점멸,35,20,57.14
UTILITY,오공,점화,점멸,25,10,40.0
UTILITY,오른,점화,점멸,5,5,100.0
UTILITY,오리아나,회복,점멸,23,11,47.83
UTILITY,우디르,방어막,회복,13,8,61.54
UTILITY,유미,점화,탈진,89,39,43.82
UTILITY,유미,점화,회복,79,36,45.57
UTILITY,유미,탈진,회복,1720,752,43.72
UTILITY,이즈리얼,회복,점멸,8,4,50.0
UTILITY,자르반 4세,점화,점멸,75,38,50.67
UTILITY,자르반 4세,탈진,점멸,7,4,57.14
UTILITY,자르반 4세,회복,점멸,9,7,77.78
UTILITY,자이라,점화,점멸,241,120,49.79
UTILITY,자이라,탈진,점멸,22,10,45.45
UTILITY,자이라,회복,점멸,124,51,41.13
UTILITY,자크,점화,점멸,86,44,51.16
UTILITY,자크,회복,점멸,11,4,36.36
UTILITY,잔나,점화,점멸,19,9,47.37
UTILITY,잔나,탈진,점멸,23,9,39.13
UTILITY,잔나,회복,점멸,597,314,52.6
UTILITY,잭스,점화,점멸,24,15,62.5
UTILITY,제드,점화,점멸,9,1,11.11
UTILITY,제라스,점화,점멸,5,1,20.0
UTILITY,제라스,탈진,점멸,43,14,32.56
UTILITY,제라스,회복,점멸,273,119,43.59
UTILITY,제이스,점화,점멸,5,3,60.0
UTILITY,제이스,회복,점멸,15,12,80.0
UTILITY,조이,점화,점멸,182,94,51.65
UTILITY,조이,회복,점멸,27,12,44.44
UTILITY,직스,회복,점멸,9,3,33.33
UTILITY,진,회복,점멸,12,6,50.0
UTILITY,질리언,점화,점멸,61,25,40.98
UTILITY,질리언,탈진,점멸,98,48,48.98
UTILITY,질리언,회복,점멸,424,228,53.77
UTILITY,초가스,점화,점멸,11,6,54.55
UTILITY,카르마,점화,점멸,193,80,41.45
UTILITY,카르마,탈진,점멸,115,45,39.13
UTILITY,카르마,회복,점멸,4217,2044,48.47
UTILITY,카밀,점화,점멸,227,110,48.46
UTILITY,카밀,회복,점멸,28,18,64.29
UTILITY,카서스,탈진,점멸,6,2,33.33
UTILITY,카시오페아,점화,점멸,25,15,60.0
UTILITY,카타리나,점화,점멸,5,2,40.0
UTILITY,케넨,점화,점멸,81,50,61.73
UTILITY,케이틀린,회복,점멸,16,6,37.5
UTILITY,코그모,회복,점멸,5,3,60.0
UTILITY,크산테,점화,점멸,41,17,41.46
UTILITY,크산테,회복,점멸,12,3,25.0
UTILITY,클레드,점화,점멸,5,1,20.0
UTILITY,키아나,점화,점멸,45,21,46.67
UTILITY,타릭,유체화,점멸,22,11,50.0
UTILITY,타릭,점화,점멸,218,123,56.42
UTILITY,타릭,탈진,점멸,97,44,45.36
UTILITY,타릭,회복,점멸,704,349,49.57
UTILITY,탈리야,점화,점멸,54,30,55.56
UTILITY,탈리야,회복,점멸,19,9,47.37
UTILITY,탐 켄치,점화,점멸,99,50,50.51
UTILITY,탐 켄치,탈진,점멸,27,13,48.15
UTILITY,탐 켄치,회복,점멸,161,74,45.96
UTILITY,트런들,점화,점멸,10,4,40.0
UTILITY,트런들,탈진,점멸,8,4,50.0
UTILITY,트위스티드 페이트,회복,점멸,18,7,38.89
UTILITY,트위치,순간이동,점멸,6,2,33.33
UTILITY,트위치,점화,점멸,37,19,51.35
UTILITY,트위치,탈진,점멸,21,8,38.1
UTILITY,티모,점화,점멸,9,6,66.67
UTILITY,파이크,점화,점멸,2889,1427,49.39
UTILITY,파이크,탈진,점멸,35,15,42.86
UTILITY,파이크,회복,점멸,18,12,66.67
UTILITY,판테온,점화,점멸,1054,519,49.24
UTILITY,판테온,탈진,점멸,8,2,25.0
UTILITY,판테온,회복,점멸,13,2,15.38
UTILITY,피들스틱,방어막,점멸,6,2,33.33
UTILITY,피들스틱,점화,점멸,119,60,50.42
UTILITY,피들스틱,탈진,점멸,12,3,25.0
UTILITY,피들스틱,회복,점멸,151,72,47.68
UTILITY,피즈,점화,점멸,5,2,40.0
UTILITY,하이머딩거,점화,점멸,19,9,47.37
UTILITY,하이머딩거,탈진,점멸,77,38,49.35
UTILITY,하이머딩거,회복,점멸,33,16,48.48
UTILITY,흐웨이,회복,점멸,93,52,55.91
