position,champion,item_name,pick_count,win_count,win_rate
JUNGLE,니달리,새끼 화염발톱 + 충전형 물약,1,1,100.0
JUNGLE,니코,새끼 바람돌이 + 새끼 화염발톱,1,1,100.0
JUNGLE,니코,새끼 화염발톱 + 체력 물약,38,23,60.526315789473685
JUNGLE,다리우스,새끼 바람돌이,5,3,60.0
JUNGLE,다리우스,새끼 바람돌이 + 체력 물약,12,6,50.0
JUNGLE,다이애나,2 새끼 바람돌이,2,2,100.0
JUNGLE,다이애나,2 새끼 화염발톱,5,2,40.0
JUNGLE,다이애나,2 체력 물약,4,1,25.0
JUNGLE,다이애나,새끼 바람돌이,120,60,50.0
JUNGLE,다이애나,새끼 바람돌이 + 새끼 이끼쿵쿵이,3,1,33.33333333333333
JUNGLE,다이애나,새끼 바람돌이 + 새끼 화염발톱,50,27,54.0
JUNGLE,다이애나,새끼 바람돌이 + 체력 물약,368,151,41.03260869565217
JUNGLE,다이애나,새끼 이끼쿵쿵이,2,1,50.0
JUNGLE,다이애나,새끼 이끼쿵쿵이 + 체력 물약,28,13,46.42857142857143
JUNGLE,다이애나,새끼 화염발톱,239,121,50.627615062761514
JUNGLE,다이애나,새끼 화염발톱 + 체력 물약,510,229,44.90196078431373
JUNGLE,드레이븐,새끼 화염발톱 + 체력 물약,1,0,0.0
JUNGLE,라이즈,새끼 화염발톱 + 체력 물약,1,1,100.0
JUNGLE,람머스,2 새끼 바람돌이,1,1,100.0
JUNGLE,람머스,2 체력 물약,6,3,50.0
JUNGLE,람머스,새끼 바람돌이,63,34,53.96825396825397
JUNGLE,람머스,새끼 바람돌이 + 새끼 이끼쿵쿵이,13,8,61.53846153846154
JUNGLE,람머스,새끼 바람돌이 + 체력 물약,94,46,48.93617021276596
JUNGLE,람머스,새끼 이끼쿵쿵이,27,13,48.148148148148145
JUNGLE,람머스,새끼 이끼쿵쿵이 + 새끼 화염발톱,1,1,100.0
JUNGLE,람머스,새끼 이끼쿵쿵이 + 체력 물약,101,57,56.43564356435643
JUNGLE,람머스,새끼 화염발톱,1,0,0.0
JUNGLE,람머스,새끼 화염발톱 + 체력 물약,4,1,25.0
